album,Marie,Jean,Pierre,Michel,André,Jeanne,Philippe,Louis,René,Alain,Jacques,Bernard,Marcel,Daniel,Roger,Paul,Robert,Claude,Henri,Christian,Nicolas,Georges,Françoise,Monique,François,Patrick,Catherine,Nathalie,Gérard,Isabelle,Joseph,Christophe,Jacqueline,Sylvie,Anne,Julien,Maurice,Laurent,Frédéric,Martine,Eric,David,Stéphane,Pascal,Madeleine,Sébastien,Alexandre,Nicole,Suzanne,Thierry,Hélène,Christine,Olivier,Antoine,Thomas,Raymond,Louise,Marguerite,Guy,Denise,Christiane,Yvonne,Valérie,Sophie,Dominique,Charles,Sandrine,Céline,Stéphanie,Marc,Didier,Véronique,Vincent,Chantal,Yves,Marcelle,Guillaume,Renée,Maxime,Bruno,Simone,Jeannine,Andrée,Julie,Paulette,Germaine,Annie,Patricia,Lucie,Camille,Yvette,Brigitte,Léa,Alice,Emilie,Odette,Geneviève,Aurélie,Laurence,Michèle
naked lights - on nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,3.5,,,,,,,,
naked on the vague - heaps of nothing,,,,,3.5,,,,,,,,,,,,,,,,4.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
naomi punk - naomi punk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
naomi punk - television man,,,,,,,,,,,,3.5,,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,4.0,,,,3.5,,,,,,,,,,
naomi punk - the feeling,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,4.0,3.5,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,2.5,,,,3.0,,,,,3.5,,,,4.0,,,,,,,,,,
naomi punk - yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,4.0,,,,,,,,,,
nap eyes - i'm bad now,,,,3.0,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,3.5,,,2.5,3.5,,,,,3.0,,,,,,,,,,,,,,
nap eyes - snapshot of a beginner,,,,,,,,,,,,4.0,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,3.5,,,,,,,,,3.5,,,2.0,,,,,,,,,,,,,,,,,,,,
nap eyes - thought rock fish scale,,,,4.0,,,,,,,,4.0,,,,,3.0,,,,,,4.0,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,3.0,3.0,,,,,3.5,,,,,,,,,,,,,,
nas - illmatic,4.0,,,,4.0,5.0,4.5,,,4.0,4.0,3.5,,,,4.5,,,4.0,4.0,,3.0,5.0,4.0,4.0,,4.5,4.0,4.0,3.0,5.0,4.0,,3.5,3.0,2.0,,3.5,,4.0,3.5,,,,2.5,3.5,4.0,4.0,4.5,4.0,,,4.5,4.0,,4.5,2.5,4.0,,,4.5,3.5,4.0,3.0,,4.5,3.5,,4.0,,4.0,3.5,,4.0,5.0,4.0,4.0,3.5,,,5.0,4.0,,4.5,3.0,4.5,3.5,,,,,,,4.5,,3.5,4.0,4.5,3.0,4.0
nasa space universe - 70 ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nasa space universe - across the wounded galaxies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
natalia lafourcade - musas vol. 2,3.5,,,3.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,3.5,,,,,,3.0,,3.5,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,3.5,,,,,,,,,,3.5,,,,,,,,,,,,,3.5
natalia lafourcade - un canto por méxico vol. 1,,,,4.0,,,,,,,3.5,,,,,,,,,,,,,,3.5,3.0,,,,3.5,,,,,,3.0,,3.0,,,,,,,,,3.5,,,,,,,,,3.5,,,,,,3.5,,,,3.0,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,
natural snow buildings - daughter of darkness,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,
natural snow buildings - shadow kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,3.5,,,3.0,,,,,,,,,,
natural snow buildings - the dance of the moon and the sun,3.5,4.0,,3.5,,3.0,,,,,,4.0,,,,4.5,,,,,,,,,4.0,4.5,,4.0,,5.0,,4.0,,,4.0,3.5,,2.5,,4.5,,,,,,4.0,,,,,4.0,,,,,3.0,,,,,,3.5,,2.5,4.0,4.0,,,,,4.0,4.5,,4.0,,,,,,,,,4.5,,4.5,,3.5,,,4.0,4.5,3.5,,5.0,,,,,4.5,4.0
negative scanner - nose picker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,
negative space - cruelty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,
negative space - gestalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
neil perry - lineage situation,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
neil young & crazy horse - rust never sleeps,4.0,,,,,4.5,4.5,,4.0,,,4.0,,,4.5,4.0,4.5,,,,4.0,3.5,,,4.0,,,3.5,,,3.5,,,4.0,3.5,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,3.5,,4.0,,,4.0,,,,,3.5,4.5,,,3.5,,5.0,,,4.5,,,,,,
neil young - after the gold rush,3.5,,,4.5,4.5,4.5,4.0,,,4.0,,4.5,,,,4.5,5.0,4.0,,,5.0,3.5,5.0,,4.0,,,4.0,,3.5,4.5,3.5,,4.5,3.0,,,2.5,,,,,,,,4.0,,,,3.5,4.0,,3.5,,,4.0,,,,,,,4.5,,,4.0,4.5,,,,3.5,,,3.5,4.5,3.5,4.5,3.0,,3.5,4.0,,,,3.0,5.0,,,3.0,3.5,,4.0,,3.5,,,,,,4.0
neil young - live at massey hall 1971,,,,,,,,,,,,4.5,,,,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,4.0,,,,,4.5,,,,,,,,,
neil young - on the beach,4.0,,,,5.0,4.0,4.5,,4.0,4.0,,5.0,,,,4.5,4.0,,,,3.5,3.5,4.5,,4.5,,,4.0,,3.0,4.0,2.5,,4.5,,,,,,,,,4.0,,,4.0,,,,4.5,,,,,,4.0,,,,,,,4.5,2.5,,4.5,5.0,,,,,,,4.0,4.0,,4.5,3.0,,4.0,4.0,,,,2.0,4.0,,,,,5.0,,,4.0,,,,,,4.0
neil young - tonight's the night,3.5,,,3.5,,4.0,4.0,,4.5,,,4.5,,,,4.0,4.0,,,,4.0,,4.0,,4.0,,,4.0,,,3.5,,,3.5,,,,,,,,,,,,4.0,,,4.5,4.5,,,,,,,,,,,,,4.0,,,4.0,4.0,,,,,,,3.5,4.0,,4.0,3.0,,,,,,,2.0,4.0,,,,,5.0,,,4.0,,,,,,4.0
neil young with crazy horse - everybody knows this is nowhere,3.0,,,,4.5,3.5,4.5,,,,,4.5,,,,3.5,5.0,4.5,,,4.5,3.5,5.0,,4.0,,,3.5,,,4.5,,,3.5,,,,,,,,,,,,4.0,,,,4.0,,,3.5,,,4.5,,,,,,,4.0,,,4.0,3.5,,,,,,,3.5,4.5,1.0,4.5,3.0,,3.5,4.0,,,,,4.5,,,4.0,,4.5,,,,,,,,,3.5
nervosas - nervosas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,3.5,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,
neu! - neu!,5.0,3.5,,,,5.0,4.5,,4.5,4.5,3.5,4.5,,,,3.0,,,,,,,,,4.0,,,4.0,,4.0,4.0,3.0,,4.0,3.5,3.5,,3.5,,4.0,,3.5,3.5,,4.0,2.5,,,4.5,3.5,4.5,,,,,4.0,4.0,3.5,,,3.5,4.0,4.0,3.0,3.5,3.5,4.0,,,,4.0,2.5,,3.5,4.0,3.0,3.5,3.5,4.5,,4.0,,,,3.0,4.5,3.5,,3.5,2.0,4.5,3.0,4.0,,,3.5,,,,4.0
neu! - neu! '75,4.0,3.0,,,,4.5,4.5,,4.0,,,4.0,,,,3.5,,,,,,3.5,4.5,,4.0,,,4.5,,3.0,4.5,3.0,,4.0,,3.5,,4.0,,4.5,,,3.5,,,2.5,,,5.0,4.0,4.5,,,,,4.5,,,,,,,4.5,3.5,4.0,4.0,3.5,,,3.5,,,,,3.5,3.0,4.5,3.0,4.0,,,,,,3.0,5.0,3.5,,3.5,2.0,4.5,,,4.0,,3.5,,,,3.5
neutral milk hotel - in the aeroplane over the sea,3.0,3.0,3.5,5.0,4.0,5.0,1.0,4.0,,3.0,3.0,3.5,4.5,,4.5,3.0,,,4.0,3.5,,3.5,5.0,3.0,3.5,3.0,4.5,5.0,,5.0,3.0,4.0,,4.5,4.5,4.0,,4.0,,4.5,,4.5,4.5,,3.0,3.0,4.0,3.5,,2.5,3.5,,,4.5,1.5,4.0,4.0,4.0,,,,4.5,4.5,3.5,4.0,4.5,4.5,,,,4.5,3.5,,4.0,3.5,5.0,4.0,4.0,4.0,3.0,4.0,4.5,4.5,4.0,4.0,3.5,2.5,,4.5,3.5,4.5,4.5,,3.5,5.0,3.5,3.5,3.0,4.0,4.5
neutral milk hotel - on avery island,,3.0,,4.5,,4.5,,,,,,3.0,,,3.5,3.0,,,,3.0,,,4.5,,3.5,,3.5,4.0,,,4.0,3.0,,,3.5,4.0,,2.5,,4.0,,,3.5,,,2.5,,,,,,,,,,3.5,,3.5,,,,3.5,3.5,,3.5,3.5,2.5,,,,3.5,,,,,3.5,4.0,,,2.5,4.5,,,,,3.5,,,4.0,3.0,,4.5,,,4.0,,,,4.5,
neutrals - rent / your house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,4.5,,,,,,,,,
new bomb turks - !!destroy-oh-boy!!,,,,,,,,,,,,,,,,,,4.5,,,,,,,4.0,,,,,,,,,,3.5,,,,,,,,,,,,,,4.5,,4.5,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,4.0,,3.5,,,,,,,,,,,,4.5,,,,,,,,,
new model army - thunder and consolation,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,2.5,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
"new order - power, corruption & lies",4.0,3.0,4.0,4.0,4.5,5.0,4.0,,3.5,,3.5,4.0,,,,4.0,,,,,,3.5,4.5,3.0,4.0,,4.0,3.5,,3.5,4.0,3.0,,4.0,4.5,3.5,,4.0,5.0,4.0,,3.5,,,,2.0,,,,3.0,,,4.0,3.0,,,3.5,,,4.0,3.5,4.0,4.0,2.5,3.5,4.0,,,4.5,,3.5,,,3.5,3.5,3.0,4.0,,3.0,,4.0,3.5,,,4.0,4.0,3.5,,4.5,3.0,,,,4.0,,,,,3.0,4.5
new order - substance,4.0,4.0,,,,5.0,4.5,,4.5,,,,,,,4.5,,3.5,,,,,,,4.0,,,4.0,,,4.0,3.5,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,4.0,,,4.5,,3.0,4.5,4.5,,4.5,,4.0,,,,,,4.0,,,,,,,,4.0,4.5,,,,4.5,0.5,,,,,,,,3.5,4.5
new york dolls - new york dolls,,2.0,,,,3.5,3.5,,,,,4.0,,,,,,,,3.0,,,4.0,,3.5,,,3.0,,,,,,3.5,4.0,3.0,,,,,,,,,,,,,5.0,3.5,,,,,,,,,,,,3.0,2.5,,,4.0,,,,,,,,,,,4.5,,,,,,,,,,3.5,,,,4.5,,,,,,,,,
new york philharmonic  leonard bernstein - le sacre du printemps,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new york philharmonic / leonard bernstein - le sacre du printemps,,,,,,,,,,,,,,,,4.5,,,,,,,,,4.0,,,4.5,,5.0,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,4.0,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,5.0,,,,,,4.0
nice face - can i fuck it?,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.5,,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,
nice face - immer etwas,,,,,4.5,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,4.0,,4.0,,,,,3.5,,,,,,3.5,,,,,,,,,,,,,,,4.0,,,,,,,,2.5,,,,,,,,,,,,,,,
nick cave & the bad seeds - skeleton tree,3.5,,,4.0,,3.5,,,,,,3.5,,,4.5,5.0,,,,,,,4.0,,4.0,3.5,,,,3.5,,,,3.5,3.5,,,,,3.5,,,,,,4.5,,,,,,,4.0,4.0,,4.5,,3.5,,,,3.5,4.5,,,3.0,3.0,,3.0,,3.5,,,,3.0,4.5,4.5,,,3.0,,,4.0,,3.5,,3.0,,3.5,,,,,3.0,,,,,3.0,4.0
nick cave & the bad seeds - the good son,,,,,,4.0,3.5,,,,,4.0,,,,,,,,,,4.0,,,3.0,,,,,,,,,3.5,,,,,,,,,4.0,,,4.0,,,,,3.5,,4.0,,,,,,,3.5,,3.0,4.0,,,3.0,4.0,,4.5,,4.0,,,,3.0,,4.5,,3.5,,,,,,3.5,4.0,3.0,,,,4.5,,,3.5,,,,,,4.0
nick cave and the bad seeds - let love in,2.5,,,,4.5,4.0,,,,,,4.0,,,,4.0,,,,,,,,,3.5,,,2.5,,3.5,3.5,3.0,,4.5,3.5,3.5,,2.5,,4.0,,3.5,4.0,,,3.0,,,,3.5,,,4.0,,,4.0,3.0,3.5,,4.0,,3.5,4.5,,3.0,4.0,3.0,,4.0,,4.0,,,3.0,,4.5,4.5,,,,4.0,,,,3.5,,3.5,,4.0,,4.5,,4.0,3.5,,,,,,4.5
nick drake - bryter layter,,,,3.5,4.0,4.5,4.0,,,4.0,,4.0,,,,4.0,3.5,,3.5,4.0,,3.5,4.5,,4.5,,4.0,4.0,,3.5,4.0,3.0,,3.5,,,,,,,3.5,,,,,3.0,,,4.5,3.5,4.0,,4.5,4.0,,4.5,,,,,,,4.5,3.5,,4.0,4.5,,,,3.5,,,3.0,5.0,4.5,4.5,,,,,,,,2.5,4.0,3.5,,4.0,,,,,4.0,,,,,3.5,3.5
nick drake - five leaves left,,,,4.5,3.5,4.5,3.5,,,4.0,,4.5,,,,4.5,3.5,,3.5,4.0,,3.5,4.5,,5.0,,,4.0,,3.5,3.5,3.5,,3.5,4.0,,,3.0,,,3.5,,,,,3.5,,,4.5,3.5,4.0,4.0,4.0,,,4.5,,,,,,,4.5,3.0,,3.5,5.0,,,,3.5,,,3.5,4.5,4.5,5.0,3.5,4.0,,,,,,3.5,4.0,3.5,,4.5,,,,4.0,3.5,,,,,3.5,4.0
nick drake - pink moon,4.0,3.5,3.5,4.0,4.0,5.0,4.5,,,4.5,3.0,5.0,,,4.5,5.0,3.5,,4.0,4.5,4.0,4.0,5.0,,4.5,,4.5,5.0,,3.5,4.0,3.5,,5.0,4.0,3.0,,4.0,,4.0,4.5,,3.5,,,3.5,3.5,,5.0,4.0,4.0,,5.0,4.5,,5.0,4.0,4.0,,,,3.5,5.0,3.5,2.5,4.5,4.5,,,,4.5,3.5,,3.5,4.5,4.0,4.5,3.5,4.5,,3.0,,,,3.5,4.5,3.5,,5.0,2.0,,4.5,,4.5,,,,,3.0,4.0
nico - desertshore,1.5,3.0,,,,4.5,3.5,,,,,,,,,4.5,,,,,4.5,4.5,4.0,,4.0,4.5,,4.5,,,,4.0,,3.5,,,4.0,4.0,,,4.5,,,,,,,,,3.5,,,3.0,,,,,4.0,,,,3.0,4.5,4.0,3.5,3.5,,,4.5,,4.0,,,,3.0,3.0,4.0,2.5,4.0,4.5,,,,,4.5,4.5,,,,,,,3.5,4.5,,,,,4.5,
nicolás jaar - don't break my love,,,,,,,,,,,,,,,,3.5,,,,,,,,,3.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,4.0
niechęć - niechęć,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.5,,,,4.0,,,,,3.5,,,,,,,,,,,,3.5,,,,,,,3.5,,,,,,
nina simone - pastel blues,,,,,,4.0,4.5,,,,,,,,,5.0,,,,4.0,,,5.0,,4.0,,,4.0,,,,,,4.0,3.5,,,3.5,,,3.5,,,,,3.5,,,,,,,,3.5,,,,,,,,4.0,,,,3.5,,,,,,,,,,3.0,4.0,,3.5,,2.5,,,,4.5,,,,3.5,,4.5,,4.0,,,,,,,
nine inch nails - the downward spiral,3.5,,5.0,,,0.5,,,,4.0,4.0,3.5,,,,4.5,,,,,,4.0,4.5,,4.0,3.5,,4.0,,3.0,3.5,4.0,,3.0,2.5,3.5,,3.0,,3.5,,,,,,2.0,,,,4.0,,,,,,4.5,4.5,,,4.0,,4.0,4.5,2.5,5.0,4.0,3.0,,,5.0,3.5,4.0,,,,2.0,2.5,4.0,3.0,3.0,4.5,,,,4.5,4.0,5.0,,,,,,,2.5,,,5.0,,3.5,3.5
nirvana - in utero,3.0,,4.5,,4.5,4.0,4.5,4.0,,4.0,,4.5,,,4.0,4.5,,4.0,,4.0,,3.5,5.0,,3.5,,4.0,3.5,,3.0,4.5,4.0,,4.0,3.0,3.5,3.5,2.5,,3.5,,,,4.0,,4.5,,,,4.0,,,,3.0,,3.5,4.0,3.0,,,,,4.5,2.5,4.5,4.5,4.5,,4.0,5.0,4.0,4.0,,,3.5,3.0,4.0,3.5,4.5,2.5,4.0,,,4.5,3.0,5.0,4.0,,,,5.0,,4.5,4.0,,,4.0,,3.5,4.0
nirvana - nevermind,3.5,,4.5,4.5,,3.5,4.5,4.0,,4.0,,4.5,,,4.0,3.5,,4.5,3.0,3.5,,3.5,4.0,2.5,3.5,,3.0,3.0,,2.0,4.5,3.0,5.0,4.0,3.0,3.0,,2.5,,3.5,,,,3.5,,2.0,,,,4.0,,,,3.0,,4.0,3.5,3.0,,,,,3.5,2.0,4.0,4.0,4.5,,,4.5,3.5,3.5,,,3.5,4.0,4.5,3.0,,2.0,4.5,,,3.5,3.0,5.0,4.0,,,2.0,4.5,,4.5,3.5,,,4.0,3.0,3.5,3.5
nivhek - after its own death / walking in a spiral towards the house,,2.5,,,,,,,,,,3.0,,,,,,,,,,,,,4.0,3.5,,,,3.0,,,,,3.0,,,3.0,,,,,,,,,3.0,,,,,,,,,3.5,,,,,,,,,,3.5,,,,,4.0,,,,3.0,,,,,,,,,,3.0,,3.0,,,,4.5,,,,,,,,,3.5
nmesh - dream sequins®,,,,,,,,,,,,,,,,,,,3.5,,,,3.5,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no age - everything in between,,,,,3.5,,,,,,,4.0,,,,,,,,,,,4.5,4.0,,,,,,3.0,3.5,,,,,,,,,3.0,,,,,,,,,4.0,,,,,,,4.0,,,,,,,,,,,,3.0,2.5,,,,,2.5,,,,,,,3.0,,,,,3.5,,,,,,,,3.0,,,,,,
no age - losing feeling,,,,,,,,,,,,4.0,,,,,,,,,,,,4.5,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,
no age - nouns,,,,,4.0,2.5,,,,,,4.0,,,,,,2.5,,,,,4.5,4.5,,3.5,,3.5,,3.0,4.5,,,,3.5,,,,,3.5,,,3.0,,2.5,,,,,,3.0,,,,,4.0,,,,3.0,3.0,3.0,2.0,,3.5,,,3.5,3.5,,,,,,2.5,,3.0,,3.0,,,,,,,3.5,,,3.0,,,3.5,,,,,,,,3.0
no age - snares like a haircut,,,,4.0,,,,,3.5,,,3.5,,,,,,,,,,,4.0,,,3.0,,,,3.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,2.5,,,,,3.5,3.0,3.5,3.0,,,,3.0,,,,,2.5,,,,,,,,,,,,,,,,,,,,3.5
no sister - no sister,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
no trend - a dozen dead roses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no trend - teen love,,,,,4.5,3.5,4.5,,,,,,,,,,,,,,4.0,,,4.5,,,,,,,,,,,,,,,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,3.5,4.0,,,,,,,3.5,5.0,,,,,,,,,,,,
no trend - the early months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
no trend - too many humans......,,3.5,,,4.5,3.0,4.0,,,,,,,,,,,4.0,,,4.0,,,4.5,,,,,,3.5,,,,,,,,4.0,4.0,,,,,,,,,,4.5,,,,,4.5,,,,,,,,,4.0,,4.0,,,,3.5,,,,,3.5,,,3.5,,,4.0,,,,,2.5,,3.5,,,,4.5,,,4.0,,,,,,
nodzzz - nodzzz,,,,,4.5,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,3.5,,,,,,,,,3.5,,3.5,,3.0,,,,,,,,,,,,,,,,,,,
nomeansno - wrong,2.5,,,3.5,4.0,4.5,4.5,,,,,4.0,,,,4.0,,,,,,,4.5,,4.0,,,3.5,,3.5,,3.5,,4.0,3.5,4.0,,3.0,,4.5,,,,,,4.5,,,4.5,,5.0,,,4.0,,4.0,4.0,,3.5,,,,4.5,2.5,3.5,4.5,4.5,,3.5,,3.5,,,3.5,4.5,,3.5,,4.0,,,,,,4.0,4.0,4.0,,,,5.0,,,4.5,,,,,,
normil hawaiians - more wealth than money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,3.0,,4.5,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,3.5,,3.5,,,,,,,,,,,,,
not waving - animals,3.5,,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,
nothing people - soft crash,,,,,4.0,,,,3.5,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,4.0,,3.5,,,,,3.5,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,
nots - 3,,,,,,,,,,,,,,,,,,3.5,,,,,3.5,,,,,,,,3.5,3.0,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nots - we are nots,,,,,,,,,,,,3.5,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
novos baianos - acabou chorare,4.5,,5.0,,,5.0,,,,,,4.0,,,,5.0,,,,,,,,,4.0,,,4.0,,,,4.0,,3.5,4.0,,,3.5,,,,,,,,4.5,,,,,,,,,,,,,,,,,4.5,3.5,,,4.0,,,,,,,3.0,4.0,3.0,4.0,,,,,,,,3.0,,,4.0,,,,,,3.5,,,,,,
nuito - unutella,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nujabes - metaphorical music,,,,,,,,,,,,,,,,,,,3.0,3.5,,,4.5,,3.5,,,,,4.0,,,,,3.5,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.5,3.5,,,,,,,3.5,,,3.0,,,,,,,,,,4.0,,,,,,,,,,,,,
nuno canavarro - plux quba,4.0,5.0,,,,4.5,,,4.5,,,,,,,5.0,,,,,3.5,,,,4.0,,,4.0,,,4.0,4.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,4.5,,,,,4.0,4.0,,,,4.0,,4.0,,,,,,,,
o children - o. children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,
oblivians - play 9 songs with mr. quintron,,,,,5.0,4.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,3.0,,,,,,,,,,,3.5,,,4.5,,4.0,,,,,3.5,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,4.5,,,,,,,4.0,,
obn iii's - obn iii's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,
